,net_value,daily_return
2015-04-17,1.8809584433097506,0.0009574150995841098
2015-04-20,1.8343121804429394,-0.024799199064032443
2015-04-21,1.8993730653267282,0.03546881800025902
2015-04-22,1.9491396523779205,0.026201586175821315
2015-04-23,1.9662698728670092,0.008788606023272907
2015-04-24,1.960648451179362,-0.0028589268264841055
2015-04-27,1.9786432415144828,0.009177979012146079
2015-04-28,1.928428194640837,-0.025378524950870108
2015-04-29,1.9668497358548034,0.019923760356097688
2015-04-30,1.9955103693914842,0.014571847057866294
2015-05-04,2.0001435476657194,0.0023218011518768627
2015-05-05,1.9410410376844058,-0.029549134136042193
2015-05-06,1.956012123809661,0.007712915819191127
2015-05-07,1.9492385626036832,-0.0034629443874740463
2015-05-08,2.0332677377435977,0.04310871781013465
2015-05-11,2.1338697434751754,0.049477992427706355
2015-05-12,2.1999586648878062,0.030971394394954756
2015-05-13,2.194821631339062,-0.0023350591221249924
2015-05-14,2.172029766624787,-0.010384381304083264
2015-05-15,2.1734311141070153,0.0006451787649328022
2015-05-18,2.226344792654047,0.02434568926688633
2015-05-19,2.2651950402734546,0.017450238501959137
2015-05-20,2.3095298670684556,0.019572189593726454
2015-05-21,2.3724788540203963,0.027256190902542114
2015-05-22,2.3746866562232447,0.0009305887802148377
2015-05-25,2.387195722257149,0.0052676701581332
2015-05-26,2.462499755846581,0.031544976763878685
2015-05-27,2.4665786933188567,0.0016564214727700492
2015-05-28,2.338752041582949,-0.05182346384575029
2015-05-29,2.3897646684536302,0.02181190051945578
2015-06-01,2.500772144448036,0.046451216498332906
2015-06-02,2.588878682512493,0.03523173363077566
2015-06-03,2.6194113101628185,0.01179376533036063
2015-06-04,2.604213632304737,-0.0058019440471671095
2015-06-05,2.6083886171887163,0.0016031652826745963
2015-06-08,2.5379705483549917,-0.026996770484921245
2015-06-09,2.5195819779459576,-0.007245383686959201
2015-06-10,2.5744017180939442,0.02175747430638376
2015-06-11,2.6057087369474217,0.012160891065849961
2015-06-12,2.638175481776487,0.01245985185094029
2015-06-15,2.5585964079516894,-0.03016443537380272
2015-06-16,2.4549465072314414,-0.04051045346508011
2015-06-17,2.5245130320231053,0.028337287426322542
2015-06-18,2.4232887936556495,-0.04009654023704362
2015-06-19,2.2895156476956147,-0.05520313811142237
2015-06-23,2.3161129079987592,0.011616981229158448
2015-06-24,2.338657998141087,0.00973402033401216
2015-06-25,2.23505848294829,-0.044298702621394195
2015-06-26,2.0583286688815985,-0.07907167325374204
2015-06-29,1.9216613610478994,-0.06639722309652217
2015-06-30,2.0128749112113598,0.04746598542925417
2015-07-01,1.9187971155811594,-0.04673802386139529
2015-07-02,1.811109788192502,-0.056122310438246364
2015-07-03,1.811109788192502,-0.0
2015-07-06,1.7530465723483912,-0.03205946774880953
2015-07-07,1.7530465723483912,-0.0
2015-07-08,1.7530465723483912,-0.0
2015-07-09,1.7530465723483912,0.0
2015-07-10,1.7530465723483912,0.0
2015-07-13,1.7530465723483912,0.0
2015-07-14,1.7530465723483912,0.0
2015-07-15,1.7530465723483912,-0.0
2015-07-16,1.7530465723483912,0.0
2015-07-17,1.7530465723483912,0.0
2015-07-20,1.7530465723483912,0.0
2015-07-21,1.7530465723483912,0.0
2015-07-22,1.7530465723483912,0.0
2015-07-23,1.7530465723483912,0.0
2015-07-24,1.7530465723483912,-0.0
2015-07-27,1.7530465723483912,-0.0
2015-07-28,1.7530465723483912,-0.0
2015-07-29,1.7530465723483912,0.0
2015-07-30,1.7530465723483912,-0.0
2015-07-31,1.7530465723483912,-0.0
2015-08-03,1.7530465723483912,-0.0
2015-08-04,1.7530465723483912,0.0
2015-08-05,1.7530465723483912,-0.0
2015-08-06,1.7530465723483912,-0.0
2015-08-07,1.7530465723483912,0.0
2015-08-10,1.7530465723483912,0.0
2015-08-11,1.7530465723483912,0.0
2015-08-12,1.7530465723483912,-0.0
2015-08-13,1.7530465723483912,0.0
2015-08-14,1.7530465723483912,0.0
2015-08-17,1.7530465723483912,0.0
2015-08-18,1.7530465723483912,-0.0
2015-08-19,1.7530465723483912,0.0
2015-08-20,1.7530465723483912,-0.0
2015-08-21,1.7530465723483912,-0.0
2015-08-24,1.7530465723483912,-0.0
2015-08-25,1.7530465723483912,-0.0
2015-08-26,1.7530465723483912,-0.0
2015-08-27,1.7530465723483912,0.0
2015-08-28,1.7530465723483912,0.0
2015-08-31,1.7530465723483912,-0.0
2015-09-01,1.7530465723483912,-0.0
2015-09-02,1.7530465723483912,-0.0
2015-09-07,1.7530465723483912,0.0
2015-09-08,1.7530465723483912,0.0
2015-09-09,1.7530465723483912,0.0
2015-09-10,1.7530465723483912,-0.0
2015-09-11,1.7530465723483912,0.0
2015-09-14,1.7530465723483912,-0.0
2015-09-15,1.7530465723483912,-0.0
2015-09-16,1.7530465723483912,0.0
2015-09-17,1.7530465723483912,-0.0
2015-09-18,1.7530465723483912,0.0
2015-09-21,1.7530465723483912,0.0
2015-09-22,1.7530465723483912,0.0
2015-09-23,1.7530465723483912,-0.0
2015-09-24,1.7530465723483912,0.0
2015-09-25,1.7530465723483912,-0.0
2015-09-28,1.7530465723483912,0.0
2015-09-29,1.7530465723483912,-0.0
2015-09-30,1.7530465723483912,0.0
2015-10-08,1.7530465723483912,0.0
2015-10-09,1.7530465723483912,0.0
2015-10-12,1.7530465723483912,0.0
2015-10-13,1.7530465723483912,0.0
2015-10-14,1.7530465723483912,-0.0
2015-10-15,1.7530465723483912,0.0
2015-10-16,1.7530465723483912,0.0
2015-10-19,1.7530465723483912,-0.0
2015-10-20,1.7530465723483912,0.0
2015-10-21,1.7530465723483912,-0.0
2015-10-22,1.7530465723483912,0.0
2015-10-23,1.7530465723483912,0.0
2015-10-26,1.7530465723483912,0.0
2015-10-27,1.7530465723483912,0.0
2015-10-28,1.7014294882019059,-0.029444217261917233
2015-10-29,1.713432638291767,0.007054744362369278
2015-10-30,1.7210084642694299,0.004421432047200724
2015-11-02,1.6874919681836265,-0.019474916469996148
2015-11-03,1.6829545696914705,-0.002688841533888803
2015-11-04,1.7669404571406953,0.049903835172818455
2015-11-05,1.7709822327702145,0.002287443027966923
2015-11-06,1.8205146952162736,0.027968921161100006
2015-11-09,1.8544664461474336,0.01864953412371464
2015-11-10,1.8606352218702968,0.0033264423498622396
2015-11-11,1.8883169113598626,0.014877547820330019
2015-11-12,1.8858135836743068,-0.0013256925627769445
2015-11-13,1.8420320753517958,-0.02321624401347637
2015-11-16,1.8813028393186588,0.021319261750294468
2015-11-17,1.8647804443647502,-0.008782421739124363
2015-11-18,1.833881528560453,-0.016569733931772898
2015-11-19,1.8850962272112055,0.027926939583144496
2015-11-20,1.9116260257743813,0.014073445259833754
2015-11-23,1.8915545965253189,-0.010499663102740862
2015-11-24,1.9091601579563504,0.00930745613336871
2015-11-25,1.949536420244438,0.021148703590854342
2015-11-26,1.9339479286032069,-0.007995999192093421
2015-11-27,1.8229233646981222,-0.0574082488277087
2015-11-30,1.8336704566145918,0.0058955259033883845
2015-12-01,1.825415886652661,-0.0045016649159362356
2015-12-02,1.8115688466220956,-0.0075856905441737095
2015-12-03,1.8580748399249727,0.025671667620909694
2015-12-04,1.8485950441421517,-0.005101945077305747
2015-12-07,1.8725852077635552,0.012977511595859697
2015-12-08,1.85045651140531,-0.01181719062315651
2015-12-09,1.8519334387206847,0.0007981421375058257
2015-12-10,1.8504850385351945,-0.0007821016431836755
2015-12-11,1.832456180601132,-0.00974277422331055
2015-12-14,1.860569378949301,0.015341812069386972
2015-12-15,1.8850357151175112,0.013149918753380188
2015-12-16,1.898799334904627,0.0073015167175535045
2015-12-17,1.9486391123408031,0.02624804871162418
2015-12-18,1.9401972430412482,-0.004332187138240302
2015-12-21,1.9567606997730207,0.00853699632404869
2015-12-22,1.9739297096709736,0.008774200084836403
2015-12-23,1.9470237275920002,-0.013630668785798973
2015-12-24,1.944799043690264,-0.0011426074937914118
2015-12-25,1.9557945233437062,0.005653787052763131
2015-12-28,1.9210261473005046,-0.017777110850970265
2015-12-29,1.9352035545473567,0.007380121955536469
2015-12-30,1.9607050797469754,0.013177696547577548
2015-12-31,1.9311924671939256,-0.015052040644918602
2016-01-04,1.777825286108525,-0.07941579293142496
2016-01-05,1.7384150561733385,-0.022167661942446185
2016-01-06,1.7757436700854512,0.021472785673107092
2016-01-07,1.6311196220803543,-0.08144421429819172
2016-01-08,1.6372817702881943,0.003777864066144193
2016-01-11,1.5267851023623829,-0.06748787528878537
2016-01-12,1.530205188267403,0.0022400571630730795
2016-01-13,1.4762752255267526,-0.03524361514008038
2016-01-14,1.5355040306052086,0.040120435576179524
2016-01-15,1.4873717027460984,-0.03134627255920587
2016-01-18,1.5170439519653696,0.0199494512128259
2016-01-19,1.5726970686121642,0.03668523682171137
2016-01-20,1.5558216864450405,-0.010730217855632926
2016-01-21,1.494099206800737,-0.03967194967267467
2016-01-22,1.5115193418875204,0.011659289428366975
2016-01-25,1.5288514462856202,0.01146667721529547
2016-01-26,1.4232401213907053,-0.06907886645985127
2016-01-27,1.4061568369588187,-0.012003093627794814
2016-01-28,1.3465347032713515,-0.042400770753578
2016-01-29,1.3465347032713515,0.0
2016-02-01,1.3465347032713515,-0.0
2016-02-02,1.3465347032713515,0.0
2016-02-03,1.3465347032713515,0.0
2016-02-04,1.3465347032713515,0.0
2016-02-05,1.3465347032713515,-0.0
2016-02-15,1.3465347032713515,0.0
2016-02-16,1.3465347032713515,0.0
2016-02-17,1.3465347032713515,0.0
2016-02-18,1.3465347032713515,-0.0
2016-02-19,1.3465347032713515,0.0
2016-02-22,1.3465347032713515,0.0
2016-02-23,1.3465347032713515,-0.0
2016-02-24,1.3465347032713515,-0.0
2016-02-25,1.3465347032713515,-0.0
2016-02-26,1.3465347032713515,-0.0
2016-02-29,1.3465347032713515,-0.0
2016-03-01,1.3465347032713515,0.0
2016-03-02,1.3465347032713515,0.0
2016-03-03,1.3465347032713515,-0.0
2016-03-04,1.3465347032713515,-0.0
2016-03-07,1.3465347032713515,0.0
2016-03-08,1.3465347032713515,0.0
2016-03-09,1.3465347032713515,-0.0
2016-03-10,1.3465347032713515,-0.0
2016-03-11,1.3465347032713515,-0.0
2016-03-14,1.3465347032713515,0.0
2016-03-15,1.3465347032713515,-0.0
2016-03-16,1.3465347032713515,-0.0
2016-03-17,1.3465347032713515,0.0
2016-03-18,1.3465347032713515,0.0
2016-03-21,1.3465347032713515,0.0
2016-03-22,1.3465347032713515,-0.0
2016-03-23,1.3465347032713515,0.0
2016-03-24,1.3465347032713515,-0.0
2016-03-25,1.3465347032713515,0.0
2016-03-28,1.3465347032713515,-0.0
2016-03-29,1.3465347032713515,-0.0
2016-03-30,1.3465347032713515,0.0
2016-03-31,1.3465347032713515,0.0
2016-04-01,1.3465347032713515,-0.0
2016-04-05,1.3465347032713515,0.0
2016-04-06,1.3465347032713515,0.0
2016-04-07,1.3465347032713515,-0.0
2016-04-08,1.3465347032713515,-0.0
2016-04-11,1.3465347032713515,0.0
2016-04-12,1.3465347032713515,-0.0
2016-04-13,1.3465347032713515,0.0
2016-04-14,1.3465347032713515,0.0
2016-04-15,1.3465347032713515,-0.0
2016-04-18,1.3465347032713515,-0.0
2016-04-19,1.3465347032713515,0.0
2016-04-20,1.3465347032713515,-0.0
2016-04-21,1.3465347032713515,-0.0
2016-04-22,1.3465347032713515,0.0
2016-04-25,1.3465347032713515,-0.0
2016-04-26,1.3465347032713515,0.0
2016-04-27,1.3465347032713515,-0.0
2016-04-28,1.3465347032713515,-0.0
2016-04-29,1.3465347032713515,0.0
2016-05-03,1.3465347032713515,0.0
2016-05-04,1.3465347032713515,0.0
2016-05-05,1.3465347032713515,0.0
2016-05-06,1.3465347032713515,-0.0
2016-05-09,1.3465347032713515,-0.0
2016-05-10,1.3465347032713515,-0.0
2016-05-11,1.3465347032713515,-0.0
2016-05-12,1.3465347032713515,0.0
2016-05-13,1.3465347032713515,-0.0
2016-05-16,1.3465347032713515,0.0
2016-05-17,1.3465347032713515,-0.0
2016-05-18,1.3465347032713515,-0.0
2016-05-19,1.3465347032713515,0.0
2016-05-20,1.3465347032713515,0.0
2016-05-23,1.3465347032713515,0.0
2016-05-24,1.3465347032713515,-0.0
2016-05-25,1.3465347032713515,-0.0
2016-05-26,1.3465347032713515,0.0
2016-05-27,1.3465347032713515,-0.0
2016-05-30,1.3465347032713515,-0.0
2016-05-31,1.3465347032713515,0.0
2016-06-01,1.3465347032713515,0.0
2016-06-02,1.3465347032713515,0.0
2016-06-03,1.3465347032713515,0.0
2016-06-06,1.3465347032713515,0.0
2016-06-07,1.3465347032713515,0.0
2016-06-08,1.3465347032713515,-0.0
2016-06-13,1.3465347032713515,-0.0
2016-06-14,1.3465347032713515,0.0
2016-06-15,1.3465347032713515,0.0
2016-06-16,1.3465347032713515,-0.0
2016-06-17,1.3465347032713515,0.0
2016-06-20,1.3465347032713515,0.0
2016-06-21,1.3465347032713515,-0.0
2016-06-22,1.3465347032713515,0.0
2016-06-23,1.3465347032713515,-0.0
2016-06-24,1.3465347032713515,-0.0
2016-06-27,1.3465347032713515,0.0
2016-06-28,1.3465347032713515,0.0
2016-06-29,1.3465347032713515,0.0
2016-06-30,1.3465347032713515,-0.0
2016-07-01,1.3465347032713515,-0.0
2016-07-04,1.3465347032713515,0.0
2016-07-05,1.3465347032713515,0.0
2016-07-06,1.3465347032713515,0.0
2016-07-07,1.3465347032713515,0.0
2016-07-08,1.3465347032713515,-0.0
2016-07-11,1.3465347032713515,-0.0
2016-07-12,1.3465347032713515,0.0
2016-07-13,1.3465347032713515,0.0
2016-07-14,1.3465347032713515,-0.0
2016-07-15,1.3465347032713515,-0.0
2016-07-18,1.3465347032713515,-0.0
2016-07-19,1.3465347032713515,0.0
2016-07-20,1.3465347032713515,-0.0
2016-07-21,1.3465347032713515,0.0
2016-07-22,1.3465347032713515,-0.0
2016-07-25,1.3465347032713515,-0.0
2016-07-26,1.3465347032713515,0.0
2016-07-27,1.3465347032713515,-0.0
2016-07-28,1.3465347032713515,0.0
2016-07-29,1.3465347032713515,-0.0
2016-08-01,1.3465347032713515,-0.0
2016-08-02,1.3465347032713515,0.0
2016-08-03,1.3465347032713515,0.0
2016-08-04,1.3465347032713515,0.0
2016-08-05,1.3465347032713515,-0.0
2016-08-08,1.3465347032713515,0.0
2016-08-09,1.3465347032713515,0.0
2016-08-10,1.3465347032713515,-0.0
2016-08-11,1.3465347032713515,-0.0
2016-08-12,1.3465347032713515,0.0
2016-08-15,1.3465347032713515,0.0
2016-08-16,1.3465347032713515,0.0
2016-08-17,1.3465347032713515,0.0
2016-08-18,1.3465347032713515,-0.0
2016-08-19,1.3465347032713515,0.0
2016-08-22,1.3465347032713515,-0.0
2016-08-23,1.3465347032713515,0.0
2016-08-24,1.3465347032713515,0.0
2016-08-25,1.3465347032713515,-0.0
2016-08-26,1.3465347032713515,0.0
2016-08-29,1.3465347032713515,0.0
2016-08-30,1.3465347032713515,-0.0
2016-08-31,1.3465347032713515,-0.0
2016-09-01,1.3465347032713515,-0.0
2016-09-02,1.3465347032713515,-0.0
2016-09-05,1.3465347032713515,0.0
2016-09-06,1.3465347032713515,0.0
2016-09-07,1.3465347032713515,-0.0
2016-09-08,1.3465347032713515,0.0
2016-09-09,1.3465347032713515,-0.0
2016-09-12,1.3465347032713515,-0.0
2016-09-13,1.3465347032713515,0.0
2016-09-14,1.3465347032713515,-0.0
2016-09-19,1.3465347032713515,0.0
2016-09-20,1.3465347032713515,-0.0
2016-09-21,1.3465347032713515,0.0
2016-09-22,1.3465347032713515,0.0
2016-09-23,1.3465347032713515,-0.0
2016-09-26,1.3465347032713515,-0.0
2016-09-27,1.3465347032713515,0.0
2016-09-28,1.3465347032713515,-0.0
2016-09-29,1.3465347032713515,0.0
2016-09-30,1.3465347032713515,0.0
2016-10-10,1.3465347032713515,0.0
2016-10-11,1.3465347032713515,0.0
2016-10-12,1.3465347032713515,-0.0
2016-10-13,1.3465347032713515,0.0
2016-10-14,1.3465347032713515,-0.0
2016-10-17,1.3465347032713515,-0.0
2016-10-18,1.3465347032713515,0.0
2016-10-19,1.3465347032713515,-0.0
2016-10-20,1.3465347032713515,0.0
2016-10-21,1.3465347032713515,0.0
2016-10-24,1.3465347032713515,0.0
2016-10-25,1.3465347032713515,0.0
2016-10-26,1.3465347032713515,-0.0
2016-10-27,1.3465347032713515,-0.0
2016-10-28,1.3465347032713515,-0.0
2016-10-31,1.3465347032713515,-0.0
2016-11-01,1.3465347032713515,0.0
2016-11-02,1.3465347032713515,-0.0
2016-11-03,1.3465347032713515,0.0
2016-11-04,1.3465347032713515,-0.0
2016-11-07,1.3465347032713515,-0.0
2016-11-08,1.3465347032713515,0.0
2016-11-09,1.3465347032713515,-0.0
2016-11-10,1.3465347032713515,0.0
2016-11-11,1.3465347032713515,0.0
2016-11-14,1.3465347032713515,0.0
2016-11-15,1.3465347032713515,0.0
2016-11-16,1.3465347032713515,0.0
2016-11-17,1.3465347032713515,-0.0
2016-11-18,1.3465347032713515,-0.0
2016-11-21,1.3465347032713515,0.0
2016-11-22,1.3465347032713515,0.0
2016-11-23,1.3465347032713515,-0.0
2016-11-24,1.3465347032713515,-0.0
2016-11-25,1.3465347032713515,0.0
2016-11-28,1.3465347032713515,0.0
2016-11-29,1.3465347032713515,-0.0
2016-11-30,1.3465347032713515,-0.0
2016-12-01,1.3465347032713515,0.0
2016-12-02,1.3465347032713515,-0.0
2016-12-05,1.3465347032713515,-0.0
2016-12-06,1.3465347032713515,0.0
2016-12-07,1.3465347032713515,0.0
2016-12-08,1.3465347032713515,-0.0
2016-12-09,1.3465347032713515,-0.0
2016-12-12,1.3465347032713515,-0.0
2016-12-13,1.3465347032713515,0.0
2016-12-14,1.3465347032713515,-0.0
2016-12-15,1.3465347032713515,0.0
2016-12-16,1.3465347032713515,0.0
2016-12-19,1.3465347032713515,-0.0
2016-12-20,1.3465347032713515,-0.0
2016-12-21,1.3465347032713515,0.0
2016-12-22,1.3465347032713515,-0.0
2016-12-23,1.3465347032713515,-0.0
2016-12-26,1.3465347032713515,0.0
2016-12-27,1.3465347032713515,0.0
2016-12-28,1.3465347032713515,-0.0
2016-12-29,1.3465347032713515,-0.0
2016-12-30,1.3465347032713515,0.0
2017-01-03,1.3465347032713515,0.0
2017-01-04,1.3465347032713515,0.0
2017-01-05,1.3465347032713515,0.0
2017-01-06,1.3465347032713515,-0.0
2017-01-09,1.3465347032713515,0.0
2017-01-10,1.3465347032713515,-0.0
2017-01-11,1.3465347032713515,-0.0
2017-01-12,1.3465347032713515,-0.0
2017-01-13,1.3465347032713515,-0.0
2017-01-16,1.3465347032713515,-0.0
2017-01-17,1.3465347032713515,0.0
2017-01-18,1.3465347032713515,-0.0
2017-01-19,1.3465347032713515,-0.0
2017-01-20,1.3465347032713515,0.0
2017-01-23,1.3465347032713515,0.0
2017-01-24,1.3465347032713515,-0.0
2017-01-25,1.3465347032713515,0.0
2017-01-26,1.3465347032713515,0.0
2017-02-03,1.3465347032713515,-0.0
2017-02-06,1.3465347032713515,0.0
2017-02-07,1.3465347032713515,-0.0
2017-02-08,1.3465347032713515,0.0
2017-02-09,1.3465347032713515,0.0
2017-02-10,1.3465347032713515,-0.0
2017-02-13,1.3465347032713515,0.0
2017-02-14,1.3465347032713515,0.0
2017-02-15,1.3465347032713515,-0.0
2017-02-16,1.3465347032713515,0.0
2017-02-17,1.3465347032713515,-0.0
2017-02-20,1.3465347032713515,0.0
2017-02-21,1.3465347032713515,0.0
2017-02-22,1.3465347032713515,0.0
2017-02-23,1.3465347032713515,-0.0
2017-02-24,1.3465347032713515,0.0
2017-02-27,1.3465347032713515,-0.0
2017-02-28,1.3465347032713515,0.0
2017-03-01,1.3465347032713515,0.0
2017-03-02,1.3465347032713515,-0.0
2017-03-03,1.3465347032713515,0.0
2017-03-06,1.3465347032713515,0.0
2017-03-07,1.3465347032713515,0.0
2017-03-08,1.3465347032713515,-0.0
2017-03-09,1.3465347032713515,-0.0
2017-03-10,1.3465347032713515,0.0
2017-03-13,1.3465347032713515,0.0
2017-03-14,1.3465347032713515,-0.0
2017-03-15,1.3465347032713515,0.0
2017-03-16,1.3465347032713515,0.0
2017-03-17,1.3465347032713515,-0.0
2017-03-20,1.3465347032713515,0.0
2017-03-21,1.3465347032713515,0.0
2017-03-22,1.3465347032713515,-0.0
2017-03-23,1.3465347032713515,0.0
2017-03-24,1.3465347032713515,0.0
2017-03-27,1.3465347032713515,-0.0
2017-03-28,1.3465347032713515,-0.0
2017-03-29,1.3465347032713515,-0.0
2017-03-30,1.3465347032713515,-0.0
2017-03-31,1.3465347032713515,0.0
2017-04-05,1.3465347032713515,0.0
2017-04-06,1.3465347032713515,0.0
2017-04-07,1.3465347032713515,0.0
2017-04-10,1.3465347032713515,-0.0
2017-04-11,1.3465347032713515,0.0
2017-04-12,1.3465347032713515,-0.0
2017-04-13,1.3465347032713515,0.0
2017-04-14,1.3465347032713515,-0.0
2017-04-17,1.3465347032713515,-0.0
2017-04-18,1.3465347032713515,-0.0
2017-04-19,1.3465347032713515,-0.0
2017-04-20,1.3465347032713515,0.0
2017-04-21,1.3465347032713515,-0.0
2017-04-24,1.3465347032713515,-0.0
2017-04-25,1.3465347032713515,0.0
2017-04-26,1.3465347032713515,0.0
2017-04-27,1.3465347032713515,0.0
2017-04-28,1.3465347032713515,0.0
2017-05-02,1.3465347032713515,0.0
2017-05-03,1.3465347032713515,-0.0
2017-05-04,1.3465347032713515,-0.0
2017-05-05,1.3465347032713515,-0.0
2017-05-08,1.3465347032713515,-0.0
2017-05-09,1.3465347032713515,0.0
2017-05-10,1.3465347032713515,-0.0
2017-05-11,1.3465347032713515,0.0
2017-05-12,1.3465347032713515,0.0
2017-05-15,1.3465347032713515,0.0
2017-05-16,1.3465347032713515,0.0
2017-05-17,1.3465347032713515,-0.0
2017-05-18,1.3465347032713515,-0.0
2017-05-19,1.3465347032713515,-0.0
2017-05-22,1.3465347032713515,-0.0
2017-05-23,1.3465347032713515,-0.0
2017-05-24,1.3465347032713515,0.0
2017-05-25,1.3465347032713515,0.0
2017-05-26,1.3465347032713515,-0.0
2017-05-31,1.3465347032713515,-0.0
2017-06-01,1.3465347032713515,-0.0
2017-06-02,1.3465347032713515,0.0
2017-06-05,1.3465347032713515,0.0
2017-06-06,1.3465347032713515,0.0
2017-06-07,1.3465347032713515,0.0
2017-06-08,1.3465347032713515,0.0
2017-06-09,1.3465347032713515,0.0
2017-06-12,1.3465347032713515,-0.0
2017-06-13,1.3465347032713515,0.0
2017-06-14,1.3465347032713515,-0.0
2017-06-15,1.3465347032713515,0.0
2017-06-16,1.3465347032713515,-0.0
2017-06-19,1.3465347032713515,0.0
2017-06-20,1.3465347032713515,0.0
2017-06-21,1.3465347032713515,0.0
2017-06-22,1.3465347032713515,-0.0
2017-06-23,1.3465347032713515,0.0
2017-06-26,1.3465347032713515,0.0
2017-06-27,1.3465347032713515,0.0
2017-06-28,1.3465347032713515,-0.0
2017-06-29,1.3465347032713515,0.0
2017-06-30,1.3465347032713515,0.0
2017-07-03,1.3465347032713515,0.0
2017-07-04,1.3465347032713515,-0.0
2017-07-05,1.3465347032713515,0.0
2017-07-06,1.3465347032713515,0.0
2017-07-07,1.3465347032713515,-0.0
2017-07-10,1.3465347032713515,-0.0
2017-07-11,1.3465347032713515,-0.0
2017-07-12,1.3465347032713515,-0.0
2017-07-13,1.3465347032713515,0.0
2017-07-14,1.3465347032713515,0.0
2017-07-17,1.3465347032713515,-0.0
2017-07-18,1.3465347032713515,0.0
2017-07-19,1.3465347032713515,0.0
2017-07-20,1.3465347032713515,0.0
2017-07-21,1.3465347032713515,-0.0
2017-07-24,1.3465347032713515,0.0
2017-07-25,1.3465347032713515,-0.0
2017-07-26,1.3465347032713515,-0.0
2017-07-27,1.3465347032713515,0.0
2017-07-28,1.3465347032713515,0.0
2017-07-31,1.3465347032713515,0.0
2017-08-01,1.3465347032713515,0.0
2017-08-02,1.3465347032713515,-0.0
2017-08-03,1.3465347032713515,-0.0
2017-08-04,1.3465347032713515,-0.0
2017-08-07,1.3465347032713515,0.0
2017-08-08,1.3465347032713515,0.0
2017-08-09,1.3465347032713515,0.0
2017-08-10,1.3465347032713515,-0.0
2017-08-11,1.3465347032713515,-0.0
2017-08-14,1.3465347032713515,0.0
2017-08-15,1.3465347032713515,0.0
2017-08-16,1.3465347032713515,0.0
2017-08-17,1.3465347032713515,0.0
2017-08-18,1.3465347032713515,-0.0
2017-08-21,1.3465347032713515,0.0
2017-08-22,1.3465347032713515,0.0
2017-08-23,1.3465347032713515,-0.0
2017-08-24,1.3465347032713515,-0.0
2017-08-25,1.3465347032713515,0.0
2017-08-28,1.3465347032713515,0.0
2017-08-29,1.3465347032713515,-0.0
2017-08-30,1.3465347032713515,0.0
2017-08-31,1.3465347032713515,0.0
2017-09-01,1.3465347032713515,0.0
2017-09-04,1.3465347032713515,0.0
2017-09-05,1.3465347032713515,0.0
2017-09-06,1.3465347032713515,0.0
2017-09-07,1.3465347032713515,-0.0
2017-09-08,1.3465347032713515,0.0
2017-09-11,1.3465347032713515,0.0
2017-09-12,1.3465347032713515,-0.0
2017-09-13,1.3465347032713515,0.0
2017-09-14,1.3465347032713515,-0.0
2017-09-15,1.3465347032713515,-0.0
2017-09-18,1.3465347032713515,0.0
2017-09-19,1.3465347032713515,-0.0
2017-09-20,1.3465347032713515,0.0
2017-09-21,1.3465347032713515,-0.0
2017-09-22,1.3465347032713515,-0.0
2017-09-25,1.3465347032713515,-0.0
2017-09-26,1.3465347032713515,0.0
2017-09-27,1.3465347032713515,0.0
2017-09-28,1.3465347032713515,0.0
2017-09-29,1.3465347032713515,0.0
2017-10-09,1.3465347032713515,0.0
2017-10-10,1.3402023284372278,-0.004702719371984666
2017-10-11,1.3401364402472329,-4.9162867872002685e-05
2017-10-12,1.341232540467541,0.0008179019593749301
2017-10-13,1.3490682171021673,0.005842146233564332
2017-10-16,1.3410467663159502,-0.0059459193275247894
2017-10-17,1.3419494563361583,0.0006731234457153395
2017-10-18,1.3449879491244205,0.0022642378771538215
2017-10-19,1.3395072298500659,-0.0040749207291579746
2017-10-20,1.346954013442754,0.00555934557629938
2017-10-23,1.3570006533800476,0.007458784663045008
2017-10-24,1.3589029021501244,0.001401803871898346
2017-10-25,1.3687475140611436,0.007244529315113337
2017-10-26,1.3716988468099924,0.0021562287555081496
2017-10-27,1.373099189020193,0.0010208816705336056
2017-10-30,1.362721690009631,-0.007557719859966466
2017-10-31,1.3691870231960577,0.004744426711503392
2017-11-01,1.3672906650919738,-0.001385024888460606
2017-11-02,1.3591944901167727,-0.005921326885279656
2017-11-03,1.3526471239520743,-0.004817092926955535
2017-11-06,1.3711807954618387,0.013701778669084157
2017-11-07,1.37682023545878,0.004112834730187276
2017-11-08,1.3744096440307976,-0.0017508396273528137
2017-11-09,1.38602930996101,0.00845429598131646
2017-11-10,1.4028625425541579,0.012144932630336246
2017-11-13,1.4101904219629153,0.005223519187714345
2017-11-14,1.3941611561913902,-0.011366738506997614
2017-11-15,1.377109205351654,-0.012230975424906552
2017-11-16,1.3900002733586663,0.009360962773987506
2017-11-17,1.3690975723420915,-0.015037911443044082
2017-11-20,1.3870461043632285,0.013109753741241799
2017-11-21,1.4003424283732708,0.00958607213431189
2017-11-22,1.393727210463247,-0.004724000198800334
2017-11-23,1.348517548918239,-0.032437955724478634
2017-11-24,1.3465474484028366,-0.0014609379885213959
2017-11-27,1.3223668099340289,-0.01795750940487749
2017-11-28,1.3384529097237448,0.012164627597177975
2017-11-29,1.3357725476105693,-0.0020025823050649457
2017-11-30,1.320078068022974,-0.011749365276049178
2017-12-01,1.3276444103180363,0.005731738507249168
2017-12-04,1.331931506123978,0.0032290994279973568
